gameNumber,result,type,Color,expe
20241112100052471,9,Big,green,a
20241112100052470,7,Big,green,a
20241112100052469,1,Small,green,a
20241112100052468,8,Big,red,a
20241112100052467,1,Small,green,a
20241112100052466,1,Small,green,a
20241112100052465,0,Small,red,pink
20241112100052464,4,Small,red,a
20241112100052463,7,Big,green,a
20241112100052462,7,Big,green,a
20241112100052461,3,Small,green,a
20241112100052460,6,Big,red,a
20241112100052459,7,Big,green,a
20241112100052458,3,Small,green,a
20241112100052457,0,Small,red,pink
20241112100052456,3,Small,green,a
20241112100052455,3,Small,green,a
20241112100052454,0,Small,red,pink
20241112100052453,6,Big,red,a
20241112100052452,1,Small,green,a
20241112100052451,9,Big,green,a
20241112100052450,5,Big,green,pink
20241112100052449,8,Big,red,a
20241112100052448,1,Small,green,a
20241112100052447,0,Small,red,pink
20241112100052446,9,Big,green,a
20241112100052445,1,Small,green,a
20241112100052444,0,Small,red,pink
20241112100052443,0,Small,red,pink
20241112100052442,9,Big,green,a
20241112100052441,5,Big,green,pink
20241112100052440,6,Big,red,a
20241112100052439,9,Big,green,a
20241112100052438,4,Small,red,a
20241112100052437,4,Small,red,a
20241112100052436,9,Big,green,a
20241112100052435,2,Small,red,a
20241112100052434,8,Big,red,a
20241112100052433,3,Small,green,a
20241112100052432,4,Small,red,a
20241112100052431,1,Small,green,a
20241112100052430,9,Big,green,a
20241112100052429,1,Small,green,a
20241112100052428,9,Big,green,a
20241112100052427,4,Small,red,a
20241112100052426,9,Big,green,a
20241112100052425,4,Small,red,a
20241112100052424,7,Big,green,a
20241112100052423,2,Small,red,a
20241112100052422,6,Big,red,a
20241112100052421,3,Small,green,a
20241112100052420,4,Small,red,a
20241112100052419,9,Big,green,a
20241112100052418,3,Small,green,a
20241112100052417,1,Small,green,a
20241112100052416,5,Big,green,pink
20241112100052415,6,Big,red,a
20241112100052414,8,Big,red,a
20241112100052413,3,Small,green,a
20241112100052412,3,Small,green,a
20241112100052411,7,Big,green,a
20241112100052410,8,Big,red,a
20241112100052409,1,Small,green,a
20241112100052408,0,Small,red,pink
20241112100052407,8,Big,red,a
20241112100052406,6,Big,red,a
20241112100052405,4,Small,red,a
20241112100052404,1,Small,green,a
20241112100052403,3,Small,green,a
20241112100052402,8,Big,red,a
20241112100052401,3,Small,green,a
20241112100052400,7,Big,green,a
20241112100052399,9,Big,green,a
20241112100052398,7,Big,green,a
20241112100052397,6,Big,red,a
20241112100052396,1,Small,green,a
20241112100052395,6,Big,red,a
20241112100052394,0,Small,red,pink
20241112100052393,7,Big,green,a
20241112100052392,9,Big,green,a
20241112100052391,8,Big,red,a
20241112100052390,4,Small,red,a
20241112100052389,5,Big,green,pink
20241112100052388,4,Small,red,a
20241112100052387,5,Big,green,pink
20241112100052386,1,Small,green,a
20241112100052385,2,Small,red,a
20241112100052384,6,Big,red,a
20241112100052383,7,Big,green,a
20241112100052382,8,Big,red,a
20241112100052381,5,Big,green,pink
20241112100052380,4,Small,red,a
20241112100052379,9,Big,green,a
20241112100052378,1,Small,green,a
20241112100052377,1,Small,green,a
20241112100052376,7,Big,green,a
20241112100052375,2,Small,red,a
20241112100052374,3,Small,green,a
20241112100052373,5,Big,green,pink
20241112100052372,9,Big,green,a
20241112100052371,0,Small,red,pink
20241112100052370,5,Big,green,pink
20241112100052369,0,Small,red,pink
20241112100052368,7,Big,green,a
20241112100052367,6,Big,red,a
20241112100052366,4,Small,red,a
20241112100052365,8,Big,red,a
20241112100052364,7,Big,green,a
20241112100052363,8,Big,red,a
20241112100052362,6,Big,red,a
20241112100052361,9,Big,green,a
20241112100052360,3,Small,green,a
20241112100052359,8,Big,red,a
20241112100052358,2,Small,red,a
20241112100052357,9,Big,green,a
20241112100052356,8,Big,red,a
20241112100052355,9,Big,green,a
20241112100052354,5,Big,green,pink
20241112100052353,9,Big,green,a
20241112100052352,0,Small,red,pink
20241112100052351,1,Small,green,a
20241112100052350,0,Small,red,pink
20241112100052349,7,Big,green,a
20241112100052348,7,Big,green,a
20241112100052347,4,Small,red,a
20241112100052346,6,Big,red,a
20241112100052345,2,Small,red,a
20241112100052344,8,Big,red,a
20241112100052343,1,Small,green,a
20241112100052342,5,Big,green,pink
20241112100052341,4,Small,red,a
20241112100052340,4,Small,red,a
20241112100052339,9,Big,green,a
20241112100052338,5,Big,green,pink
20241112100052337,6,Big,red,a
20241112100052336,0,Small,red,pink
20241112100052335,5,Big,green,pink
20241112100052334,1,Small,green,a
20241112100052333,9,Big,green,a
20241112100052332,7,Big,green,a
20241112100052331,1,Small,green,a
20241112100052330,0,Small,red,pink
20241112100052329,4,Small,red,a
20241112100052328,2,Small,red,a
20241112100052327,3,Small,green,a
20241112100052326,6,Big,red,a
20241112100052325,3,Small,green,a
20241112100052324,0,Small,red,pink
20241112100052323,6,Big,red,a
20241112100052322,9,Big,green,a
20241112100052321,3,Small,green,a
20241112100052320,3,Small,green,a
20241112100052319,2,Small,red,a
20241112100052318,3,Small,green,a
20241112100052317,9,Big,green,a
20241112100052316,2,Small,red,a
20241112100052315,0,Small,red,pink
20241112100052314,7,Big,green,a
20241112100052313,8,Big,red,a
20241112100052312,3,Small,green,a
20241112100052311,5,Big,green,pink
20241112100052310,0,Small,red,pink
20241112100052309,2,Small,red,a
20241112100052308,7,Big,green,a
20241112100052307,3,Small,green,a
20241112100052306,9,Big,green,a
20241112100052305,8,Big,red,a
20241112100052304,3,Small,green,a
20241112100052303,5,Big,green,pink
20241112100052302,4,Small,red,a
20241112100052301,3,Small,green,a
20241112100052300,0,Small,red,pink
20241112100052299,8,Big,red,a
20241112100052298,4,Small,red,a
20241112100052297,0,Small,red,pink
20241112100052296,1,Small,green,a
20241112100052295,5,Big,green,pink
20241112100052294,2,Small,red,a
20241112100052293,1,Small,green,a
20241112100052292,3,Small,green,a
20241112100052291,6,Big,red,a
20241112100052290,3,Small,green,a
20241112100052289,3,Small,green,a
20241112100052288,6,Big,red,a
20241112100052287,7,Big,green,a
20241112100052286,6,Big,red,a
20241112100052285,8,Big,red,a
20241112100052284,4,Small,red,a
20241112100052283,1,Small,green,a
20241112100052282,3,Small,green,a
20241112100052281,7,Big,green,a
20241112100052280,7,Big,green,a
20241112100052279,6,Big,red,a
20241112100052278,2,Small,red,a
20241112100052277,3,Small,green,a
20241112100052276,0,Small,red,pink
20241112100052275,7,Big,green,a
20241112100052274,1,Small,green,a
20241112100052273,1,Small,green,a
20241112100052272,0,Small,red,pink
20241112100052271,8,Big,red,a
20241112100052270,9,Big,green,a
20241112100052269,7,Big,green,a
20241112100052268,8,Big,red,a
20241112100052267,7,Big,green,a
20241112100052266,9,Big,green,a
20241112100052265,9,Big,green,a
20241112100052264,6,Big,red,a
20241112100052263,7,Big,green,a
20241112100052262,4,Small,red,a
20241112100052261,7,Big,green,a
20241112100052260,9,Big,green,a
20241112100052259,3,Small,green,a
20241112100052258,6,Big,red,a
20241112100052257,6,Big,red,a
20241112100052256,7,Big,green,a
20241112100052255,4,Small,red,a
20241112100052254,3,Small,green,a
20241112100052253,1,Small,green,a
20241112100052252,7,Big,green,a
20241112100052251,0,Small,red,pink
20241112100052250,6,Big,red,a
20241112100052249,1,Small,green,a
20241112100052248,5,Big,green,pink
20241112100052247,0,Small,red,pink
20241112100052246,6,Big,red,a
20241112100052245,0,Small,red,pink
20241112100052244,4,Small,red,a
20241112100052243,0,Small,red,pink
20241112100052242,9,Big,green,a
20241112100052241,3,Small,green,a
20241112100052240,9,Big,green,a
20241112100052239,3,Small,green,a
20241112100052238,4,Small,red,a
20241112100052237,9,Big,green,a
20241112100052236,2,Small,red,a
20241112100052235,3,Small,green,a
20241112100052234,3,Small,green,a
20241112100052233,2,Small,red,a
20241112100052232,4,Small,red,a
20241112100052231,1,Small,green,a
20241112100052230,5,Big,green,pink
20241112100052229,0,Small,red,pink
20241112100052228,3,Small,green,a
20241112100052227,0,Small,red,pink
20241112100052226,5,Big,green,pink
20241112100052225,6,Big,red,a
20241112100052224,5,Big,green,pink
20241112100052223,1,Small,green,a
20241112100052222,4,Small,red,a
20241112100052221,6,Big,red,a
20241112100052220,8,Big,red,a
20241112100052219,2,Small,red,a
20241112100052218,9,Big,green,a
20241112100052217,5,Big,green,pink
20241112100052216,5,Big,green,pink
20241112100052215,1,Small,green,a
20241112100052214,3,Small,green,a
20241112100052213,3,Small,green,a
20241112100052212,5,Big,green,pink
20241112100052211,9,Big,green,a
20241112100052210,7,Big,green,a
20241112100052209,1,Small,green,a
20241112100052208,4,Small,red,a
20241112100052207,6,Big,red,a
20241112100052206,5,Big,green,pink
20241112100052205,3,Small,green,a
20241112100052204,4,Small,red,a
20241112100052203,4,Small,red,a
20241112100052202,8,Big,red,a
20241112100052201,2,Small,red,a
20241112100052200,5,Big,green,pink
20241112100052199,6,Big,red,a
20241112100052198,6,Big,red,a
20241112100052197,1,Small,green,a
20241112100052196,6,Big,red,a
20241112100052195,8,Big,red,a
20241112100052194,1,Small,green,a
20241112100052193,0,Small,red,pink
20241112100052192,7,Big,green,a
20241112100052191,2,Small,red,a
20241112100052190,0,Small,red,pink
20241112100052189,2,Small,red,a
20241112100052188,1,Small,green,a
20241112100052187,7,Big,green,a
20241112100052186,8,Big,red,a
20241112100052185,9,Big,green,a
20241112100052184,2,Small,red,a
20241112100052183,1,Small,green,a
20241112100052182,6,Big,red,a
20241112100052181,6,Big,red,a
20241112100052180,6,Big,red,a
20241112100052179,0,Small,red,pink
20241112100052178,7,Big,green,a
20241112100052177,6,Big,red,a
20241112100052176,2,Small,red,a
20241112100052175,5,Big,green,pink
20241112100052174,2,Small,red,a
20241112100052173,4,Small,red,a
20241112100052172,4,Small,red,a
20241112100052171,9,Big,green,a
20241112100052170,3,Small,green,a
20241112100052169,1,Small,green,a
20241112100052168,8,Big,red,a
20241112100052167,3,Small,green,a
20241112100052166,7,Big,green,a
20241112100052165,6,Big,red,a
20241112100052164,9,Big,green,a
20241112100052163,9,Big,green,a
20241112100052162,9,Big,green,a
20241112100052161,7,Big,green,a
20241112100052160,8,Big,red,a
20241112100052159,4,Small,red,a
20241112100052158,5,Big,green,pink
20241112100052157,5,Big,green,pink
20241112100052156,1,Small,green,a
20241112100052155,4,Small,red,a
20241112100052154,1,Small,green,a
20241112100052153,4,Small,red,a
20241112100052152,5,Big,green,pink
20241112100052151,5,Big,green,pink
20241112100052150,7,Big,green,a
20241112100052149,4,Small,red,a
20241112100052148,3,Small,green,a
20241112100052147,2,Small,red,a
20241112100052146,5,Big,green,pink
20241112100052145,3,Small,green,a
20241112100052144,7,Big,green,a
20241112100052143,0,Small,red,pink
20241112100052142,2,Small,red,a
20241112100052141,0,Small,red,pink
20241112100052140,3,Small,green,a
20241112100052139,9,Big,green,a
20241112100052138,5,Big,green,pink
20241112100052137,9,Big,green,a
20241112100052136,7,Big,green,a
20241112100052135,1,Small,green,a
20241112100052134,5,Big,green,pink
20241112100052133,1,Small,green,a
20241112100052132,6,Big,red,a
20241112100052131,5,Big,green,pink
20241112100052130,2,Small,red,a
20241112100052129,8,Big,red,a
20241112100052128,0,Small,red,pink
20241112100052127,4,Small,red,a
20241112100052126,1,Small,green,a
20241112100052125,1,Small,green,a
20241112100052124,4,Small,red,a
20241112100052123,7,Big,green,a
20241112100052122,9,Big,green,a
20241112100052121,1,Small,green,a
20241112100052120,3,Small,green,a
20241112100052119,2,Small,red,a
20241112100052118,3,Small,green,a
20241112100052117,7,Big,green,a
20241112100052116,4,Small,red,a
20241112100052115,7,Big,green,a
20241112100052114,2,Small,red,a
20241112100052113,3,Small,green,a
20241112100052112,5,Big,green,pink
20241112100052111,4,Small,red,a
20241112100052110,7,Big,green,a
20241112100052109,9,Big,green,a
20241112100052108,1,Small,green,a
20241112100052107,8,Big,red,a
20241112100052106,8,Big,red,a
20241112100052105,3,Small,green,a
20241112100052104,2,Small,red,a
20241112100052103,7,Big,green,a
20241112100052102,8,Big,red,a
20241112100052101,0,Small,red,pink
20241112100052100,6,Big,red,a
20241112100052099,0,Small,red,pink
20241112100052098,2,Small,red,a
20241112100052097,9,Big,green,a
20241112100052096,3,Small,green,a
20241112100052095,4,Small,red,a
20241112100052094,5,Big,green,pink
20241112100052093,6,Big,red,a
20241112100052092,0,Small,red,pink
20241112100052091,0,Small,red,pink
20241112100052090,4,Small,red,a
20241112100052089,4,Small,red,a
20241112100052088,7,Big,green,a
20241112100052087,4,Small,red,a
20241112100052086,6,Big,red,a
20241112100052085,7,Big,green,a
20241112100052084,2,Small,red,a
20241112100052083,7,Big,green,a
20241112100052082,6,Big,red,a
20241112100052081,2,Small,red,a
20241112100052080,1,Small,green,a
20241112100052079,2,Small,red,a
20241112100052078,2,Small,red,a
20241112100052077,1,Small,green,a
20241112100052076,3,Small,green,a
20241112100052075,3,Small,green,a
20241112100052074,5,Big,green,pink
20241112100052073,8,Big,red,a
20241112100052072,5,Big,green,pink
20241112100052071,7,Big,green,a
20241112100052070,8,Big,red,a
20241112100052069,5,Big,green,pink
20241112100052068,8,Big,red,a
20241112100052067,9,Big,green,a
20241112100052066,3,Small,green,a
20241112100052065,4,Small,red,a
20241112100052064,7,Big,green,a
20241112100052063,6,Big,red,a
20241112100052062,4,Small,red,a
20241112100052061,0,Small,red,pink
20241112100052060,3,Small,green,a
20241112100052059,8,Big,red,a
20241112100052058,9,Big,green,a
20241112100052057,3,Small,green,a
20241112100052056,3,Small,green,a
20241112100052055,3,Small,green,a
20241112100052054,2,Small,red,a
20241112100052053,9,Big,green,a
20241112100052052,8,Big,red,a
20241112100052051,0,Small,red,pink
20241112100052050,5,Big,green,pink
20241112100052049,1,Small,green,a
20241112100052048,4,Small,red,a
20241112100052047,5,Big,green,pink
20241112100052046,4,Small,red,a
20241112100052045,5,Big,green,pink
20241112100052044,2,Small,red,a
20241112100052043,0,Small,red,pink
20241112100052042,4,Small,red,a
20241112100052041,3,Small,green,a
20241112100052040,0,Small,red,pink
20241112100052039,2,Small,red,a
20241112100052038,6,Big,red,a
20241112100052037,6,Big,red,a
20241112100052036,5,Big,green,pink
20241112100052035,9,Big,green,a
20241112100052034,2,Small,red,a
20241112100052033,6,Big,red,a
20241112100052032,0,Small,red,pink
20241112100052031,7,Big,green,a
20241112100052030,0,Small,red,pink
20241112100052029,0,Small,red,pink
20241112100052028,5,Big,green,pink
20241112100052027,8,Big,red,a
20241112100052026,5,Big,green,pink
20241112100052025,6,Big,red,a
20241112100052024,8,Big,red,a
20241112100052023,0,Small,red,pink
20241112100052022,9,Big,green,a
20241112100052021,9,Big,green,a
20241112100052020,3,Small,green,a
20241112100052019,2,Small,red,a
20241112100052018,9,Big,green,a
20241112100052017,9,Big,green,a
20241112100052016,1,Small,green,a
20241112100052015,3,Small,green,a
20241112100052014,8,Big,red,a
20241112100052013,0,Small,red,pink
20241112100052012,9,Big,green,a
20241112100052011,6,Big,red,a
20241112100052010,5,Big,green,pink
20241112100052009,5,Big,green,pink
20241112100052008,3,Small,green,a
20241112100052007,5,Big,green,pink
20241112100052006,6,Big,red,a
20241112100052005,1,Small,green,a
20241112100052004,0,Small,red,pink
20241112100052003,7,Big,green,a
20241112100052002,2,Small,red,a
20241112100052001,8,Big,red,a
20241112100052000,9,Big,green,a
20241112100051999,7,Big,green,a
20241112100051998,4,Small,red,a
20241112100051997,0,Small,red,pink
20241112100051996,8,Big,red,a
